job_title,company,location,is_remote,role_category,seniority_level,is_aggregator,skills_str
Information Security Engineer,Tech Mahindra,"Palo Alto, CA",no,cybersecurity_analyst,mid,no,"aws, docker, linux, python, sql"
UI Developer,Dropbox,"Cupertino, CA",no,frontend_developer,senior,no,"angular, aws, graphql, html, react, rest api"
Reporting Analyst,Red Hat,"Denver, CO",yes,data_analyst,senior,no,"git, python, sql"
Senior Data Science Engineer,Twitter,"Sunnyvale, CA",no,data_scientist,senior,no,"aws, git, numpy, python, spark, sql, tensorflow"
Lead Data Scientist,HCL,"Boston, MA",yes,data_scientist,lead,no,"aws, excel, git, numpy, python, sql"
AI Engineer,Adobe,"Dallas, TX",yes,machine_learning_engineer,,no,"aws, deep learning, git, kubernetes, machine learning, python, scikit-learn, spark, sql"
Systems Administrator,HPE,"Chicago, IL",yes,other,senior,no,"docker, excel, git, linux, sql"
Mid Machine Learning Engineer,PayPal,"Cupertino, CA",yes,machine_learning_engineer,mid,no,"aws, docker, git, kubernetes, linux, machine learning, pandas, pytorch, tensorflow"
Information Security Engineer,Zoom,"Mountain View, CA",no,cybersecurity_analyst,senior,no,"aws, azure, docker, git, kubernetes, linux, python, sql"
Cloud Solutions Engineer,Elastic,"Raleigh, NC",yes,cloud_engineer,principal,no,"aws, azure, gcp, git, python, rest api"
Lead Backend Developer,Oracle,"San Diego, CA",yes,backend_developer,lead,no,"aws, git, go, kubernetes, linux, python, spring"
Backend Software Engineer,Workday,"Atlanta, GA",no,backend_developer,junior,no,"aws, django, git, java"
Business Intelligence Analyst,Salesforce,"Raleigh, NC",no,data_analyst,senior,no,"excel, git, pandas, python, sql, tableau"
Backend Systems Engineer,IBM,"Portland, OR",yes,backend_developer,,no,"aws, docker, node.js, rust"
Server-Side Developer,PayPal,"Sunnyvale, CA",yes,backend_developer,senior,no,"django, docker, git, mongodb, python, rest api, sql"
Lead Security Analyst,TCS,"Boston, MA",no,cybersecurity_analyst,lead,no,"aws, azure, sql"
Senior ML Engineer,Splunk,"Seattle, WA",yes,machine_learning_engineer,senior,no,"aws, deep learning, docker, git, kubernetes, python, pytorch"
Information Security Engineer,Tech Mahindra,"Washington, DC",no,cybersecurity_analyst,senior,no,"git, linux, sql"
Information Security Engineer,Intel,"Miami, FL",yes,cybersecurity_analyst,staff,no,"aws, git, python, sql"
Mid Web Developer,Wipro,"Boston, MA",yes,frontend_developer,mid,no,"angular, aws, css, git, graphql, html, javascript, react, rest api, typescript"
Server-Side Developer,Microsoft,"Portland, OR",yes,backend_developer,senior,no,"aws, ci/cd, git, go, linux"
Senior Site Reliability Engineer,Square,"Boston, MA",yes,devops_engineer,senior,no,"aws, azure, ci/cd, gcp, git, linux, python, rest api"
Cloud Solutions Engineer,Google,"San Francisco, CA",yes,cloud_engineer,mid,no,"ci/cd, git, linux, python, rest api, terraform"
Frontend Engineer,Twilio,"Mountain View, CA",yes,frontend_developer,,no,"angular, aws, css, git, javascript, react, rest api"
Generalist Software Engineer,Nvidia,"Los Angeles, CA",no,software_engineer,,no,"aws, docker, git, java, linux, rest api, sql, typescript"
Senior Data Science Engineer,Elastic,"Portland, OR",yes,data_scientist,senior,no,"aws, machine learning, python, pytorch, sql, tensorflow"
Information Security Engineer,Microsoft,"Cupertino, CA",no,cybersecurity_analyst,,no,"aws, git, python, sql"
ML Engineer,Splunk,"Los Angeles, CA",no,machine_learning_engineer,,no,"aws, pandas, python, pytorch, rest api, sql"
Software Development Engineer,Cloudflare,"San Francisco, CA",yes,software_engineer,mid,no,"aws, c++, python"
Software Engineer,Splunk,"San Francisco, CA",yes,software_engineer,,no,"javascript, node.js, python, react"
Applied Scientist,IBM,"Seattle, WA",yes,data_scientist,,no,"git, machine learning, numpy, pandas, python, sql"
ML Engineer,Coinbase,"Boston, MA",yes,machine_learning_engineer,,no,"aws, kubernetes, tensorflow"
Frontend Software Engineer,Workday,"Miami, FL",yes,frontend_developer,mid,no,"angular, aws, git, graphql, html, javascript, react, rest api, typescript"
SOC Analyst,Infosys,"Portland, OR",no,cybersecurity_analyst,senior,no,"aws, azure, docker, git, kubernetes, linux, python, sql"
Platform Engineer,Twitter,"Denver, CO",yes,devops_engineer,junior,no,"aws, git, linux, python"
Senior ML Engineer,LinkedIn,"Los Angeles, CA",yes,machine_learning_engineer,senior,no,"aws, numpy, pandas, python, spark"
Senior Backend Engineer,Qualcomm,"Dallas, TX",no,backend_developer,senior,no,"ci/cd, flask, kubernetes, linux, mongodb, node.js, python, redis, rest api, sql"
Staff Data Engineer,PayPal,"Palo Alto, CA",yes,data_engineer,staff,no,"airflow, azure, docker, mongodb, postgresql, python, scala, sql"
Backend Software Engineer,Cognizant,"Mountain View, CA",yes,backend_developer,manager,no,"ci/cd, git, java, kafka, kubernetes, mongodb, python"
Web Developer,VMware,"Mountain View, CA",yes,frontend_developer,,no,"aws, css, html, javascript, react, typescript"
Generalist Software Engineer,Bloomberg,"Chicago, IL",yes,software_engineer,staff,no,"aws, docker, git, java, linux, python, react, typescript"
AI Engineer,Databricks,"New York, NY",yes,machine_learning_engineer,senior,no,"docker, linux, numpy, python, scikit-learn, sql"
Cloud Solutions Engineer,Twilio,"Austin, TX",yes,cloud_engineer,senior,no,"ansible, aws, azure, docker, git, rest api, terraform"
Senior Web Developer,Salesforce,"Houston, TX",yes,frontend_developer,senior,no,"angular, css, git, html, rest api"
AI Engineer,HCL,"Boston, MA",yes,machine_learning_engineer,junior,no,"aws, docker, linux, python, sql"
Senior ML Engineer,GitLab,"Dallas, TX",no,machine_learning_engineer,senior,no,"aws, docker, pandas, python, pytorch, rest api, sql"
Information Security Engineer,Accenture,"New York, NY",no,cybersecurity_analyst,,no,"git, linux, python, sql"
React Developer,Zoom,"Houston, TX",yes,frontend_developer,senior,no,"angular, javascript, rest api, typescript"
UI Developer,Google,"Palo Alto, CA",no,frontend_developer,senior,no,"css, git, graphql, html, javascript, react, rest api, typescript"
Senior Security Analyst,Accenture,"Palo Alto, CA",yes,cybersecurity_analyst,senior,no,"aws, azure, docker, git, linux, python, sql"
Mid Frontend Developer,Stripe,"Chicago, IL",yes,frontend_developer,mid,no,"aws, git, graphql, html, javascript, react, typescript"
IT Support Specialist,Tech Mahindra,"Portland, OR",yes,other,mid,no,"aws, docker, git, python, sql"
Applied Scientist,Wipro,"Seattle, WA",no,data_scientist,,no,"aws, pandas, python, scikit-learn, sql, tableau"
Generalist Software Engineer,SAP,"Mountain View, CA",yes,software_engineer,junior,no,"aws, linux, node.js, python, typescript"
AI Engineer,Twilio,"Portland, OR",yes,machine_learning_engineer,senior,no,"git, kubernetes, linux, pandas, python, rest api, scikit-learn, spark"
Mid Cloud Engineer,Square,"San Diego, CA",yes,cloud_engineer,mid,no,"aws, azure, ci/cd, git, jenkins, kubernetes, linux, python, rest api, terraform"
Cloud Solutions Engineer,Amazon,"Austin, TX",yes,cloud_engineer,manager,no,"aws, ci/cd, gcp, git, rest api, terraform"
Backend Systems Engineer,Adobe,"Washington, DC",yes,backend_developer,,no,"docker, java, kubernetes, node.js, rest api, spring"
Senior Security Analyst,HPE,"Miami, FL",no,cybersecurity_analyst,senior,no,"aws, docker, kubernetes, sql"
Staff Software Developer,Datadog,"Sunnyvale, CA",no,software_engineer,staff,no,"docker, go, javascript, linux, python, rest api, sql, typescript"
Principal Data Science Engineer,GitLab,"Chicago, IL",no,data_scientist,principal,no,"excel, git, machine learning, tableau"
AI Engineer,Goldman Sachs,"Portland, OR",yes,machine_learning_engineer,,no,"deep learning, docker, kubernetes, machine learning, python, rest api, spark"
Junior Backend Developer,Snowflake,"Houston, TX",yes,backend_developer,junior,no,"git, java, linux, mongodb, postgresql, python, rust, spring, sql"
React Developer,Cisco,"Chicago, IL",yes,frontend_developer,,no,"css, graphql, html, javascript, react, rest api"
Server-Side Developer,Adobe,"Sunnyvale, CA",yes,backend_developer,junior,no,"django, git, kubernetes, linux"
Cloud Architect,Red Hat,"Washington, DC",yes,cloud_engineer,,no,"aws, ci/cd, linux, python, terraform"
Manager Full Stack Engineer,Google,"Sunnyvale, CA",yes,full_stack_developer,manager,no,"aws, css, html, javascript, mongodb, node.js"
Research Scientist,Spotify,"Mountain View, CA",no,data_scientist,staff,no,"excel, git, machine learning, numpy, python, sql"
Systems Administrator,Shopify,"San Diego, CA",no,other,principal,no,"aws, docker, excel, git, linux, python, sql"
Senior Data Analyst,Intel,"Houston, TX",yes,data_analyst,senior,no,"aws, excel, git, numpy, python, tableau"
Cybersecurity Engineer,LinkedIn,"San Francisco, CA",yes,cybersecurity_analyst,,no,"aws, azure, docker, git, kubernetes, linux, python, sql"
Senior Cloud Engineer,Square,"Miami, FL",no,cloud_engineer,senior,no,"aws, azure, docker, kubernetes, linux, python"
Information Security Engineer,Capgemini,"Palo Alto, CA",yes,cybersecurity_analyst,principal,no,"aws, azure, docker, git, linux, python, sql"
Senior Web Developer,Okta,"Palo Alto, CA",yes,frontend_developer,senior,no,"angular, css, html, javascript, react"
Mid ML Engineer,GitLab,"Mountain View, CA",yes,machine_learning_engineer,mid,no,"kubernetes, numpy, pandas, python, pytorch, spark, sql"
Mid Data Engineer,Splunk,"Cupertino, CA",yes,data_engineer,mid,no,"aws, docker, java, kafka, postgresql, spark, sql"
Cloud Engineer,AMD,"Raleigh, NC",yes,cloud_engineer,,no,"azure, git, jenkins, kubernetes, linux, python, terraform"
Business Intelligence Analyst,Slack,"Sunnyvale, CA",yes,data_analyst,,no,"aws, excel, git, numpy, pandas, python, sql"
Senior Data Science Engineer,HPE,"Austin, TX",yes,data_scientist,senior,no,"deep learning, git, scikit-learn, sql, tableau"
Cloud Solutions Engineer,Robinhood,"Houston, TX",no,cloud_engineer,,no,"aws, azure, docker, git"
Software Development Engineer,Cisco,"Seattle, WA",yes,software_engineer,senior,no,"aws, git, go, java, javascript, linux, react, rest api, typescript"
Generalist Software Engineer,Adobe,"Miami, FL",yes,software_engineer,principal,no,"aws, docker, java, linux, node.js, sql"
Mid Full Stack Engineer,Accenture,"New York, NY",no,full_stack_developer,mid,no,"angular, css, git, html, java, javascript, python, react"
Analytics Engineer,HCL,"Atlanta, GA",yes,data_analyst,,no,"aws, git, pandas, power bi, python, sql, tableau"
Systems Administrator,VMware,"Seattle, WA",yes,other,mid,no,"aws, docker, excel, git, python, sql"
Senior Software Engineer,Uber,"Chicago, IL",yes,software_engineer,senior,no,"linux, node.js, python, react, typescript"
Applied Scientist,Google,"San Diego, CA",yes,data_scientist,senior,no,"deep learning, git, python, sql"
Software Developer,Infosys,"Atlanta, GA",yes,software_engineer,,no,"c++, docker, go, java, javascript, node.js, rest api"
Web Developer,JP Morgan Chase,"Sunnyvale, CA",yes,frontend_developer,,no,"angular, aws, css, git, html, javascript, react, typescript"
Research Scientist,Cognizant,"Boston, MA",yes,data_scientist,junior,no,"git, numpy, python, sql, tensorflow"
UI Developer,Microsoft,"San Francisco, CA",yes,frontend_developer,,no,"git, graphql, html, react"
Manager Machine Learning Engineer,Adobe,"Mountain View, CA",yes,machine_learning_engineer,manager,no,"aws, pandas, python, scikit-learn, tensorflow"
Mid Data Pipeline Engineer,Accenture,"Washington, DC",no,data_engineer,mid,no,"airflow, aws, azure, docker, git, python, scala, sql"
Backend Developer,TCS,"Chicago, IL",yes,backend_developer,,no,"aws, ci/cd, docker, go, java, node.js, postgresql, python"
Server-Side Developer,HCL,"Washington, DC",yes,backend_developer,,no,"git, go, java, kubernetes, sql"
Staff Analytics Engineer,Oracle,"Seattle, WA",yes,data_analyst,staff,no,"aws, excel, pandas, python, sql, tableau"
Research Scientist,Datadog,"San Diego, CA",yes,data_scientist,principal,no,"aws, deep learning, git, machine learning, numpy, pandas, python, pytorch, sql, tableau"
Software Development Engineer,Palantir,"Chicago, IL",no,software_engineer,senior,no,"aws, c++, docker, git, javascript, linux, python, react, sql, typescript"
Research Scientist,Wipro,"Atlanta, GA",yes,data_scientist,,no,"pandas, python, spark"
Principal Backend Developer,Airbnb,"Mountain View, CA",yes,backend_developer,principal,no,"flask, java, kafka, mongodb, postgresql, python"
Deep Learning Engineer,Square,"Washington, DC",yes,machine_learning_engineer,senior,no,"docker, numpy, pandas, python, scikit-learn, tensorflow"
UI Developer,Netflix,"Denver, CO",yes,frontend_developer,,no,"angular, css, git, html, javascript"
Senior Software Engineer,Okta,"Houston, TX",yes,software_engineer,senior,no,"git, go, javascript, python, react, rest api, typescript"
Cloud Architect,Databricks,"Houston, TX",no,cloud_engineer,,no,"ansible, azure, ci/cd, git, linux, python"
SOC Analyst,Microsoft,"Los Angeles, CA",yes,cybersecurity_analyst,lead,no,"aws, azure, docker, git, kubernetes, linux, python, sql"
SOC Analyst,Coinbase,"Cupertino, CA",yes,cybersecurity_analyst,junior,no,"aws, azure, docker, git, kubernetes, linux, python, sql"
Senior Site Reliability Engineer,VMware,"Raleigh, NC",yes,devops_engineer,senior,no,"aws, docker, jenkins, python, terraform"
Research Scientist,Elastic,"Denver, CO",no,data_scientist,manager,no,"aws, excel, machine learning, numpy, pandas"
Staff Machine Learning Engineer,Adobe,"Mountain View, CA",yes,machine_learning_engineer,staff,no,"docker, git, kafka, kubernetes, linux, numpy, pytorch, scikit-learn, sql"
DevOps Cloud Engineer,PayPal,"Atlanta, GA",no,cloud_engineer,senior,no,"ansible, aws, git, python"
AI Engineer,Amazon,"Houston, TX",yes,machine_learning_engineer,staff,no,"deep learning, docker, kafka, machine learning, rest api"
Senior DevOps Engineer,SAP,"Houston, TX",yes,devops_engineer,senior,no,"aws, azure, docker, linux, python, terraform"
Principal Solutions Engineer,Datadog,"Boston, MA",no,other,principal,no,"aws, docker, python, sql"
Mid Data Analyst,Cisco,"Seattle, WA",no,data_analyst,mid,no,"aws, excel, git, numpy, pandas, power bi, python, sql, tableau"
Full Stack Software Engineer,Salesforce,"Los Angeles, CA",yes,full_stack_developer,,no,"docker, html, java, javascript, mongodb, python, rest api"
Software Engineer,Fastly,"Miami, FL",yes,software_engineer,,no,"aws, docker, git, linux, python, typescript"
Mid Security Analyst,Red Hat,"Palo Alto, CA",no,cybersecurity_analyst,mid,no,"aws, azure, docker, git, linux"
React Developer,IBM,"Portland, OR",yes,frontend_developer,,no,"angular, aws, git, graphql, javascript, typescript"
Reporting Analyst,Uber,"Palo Alto, CA",yes,data_analyst,senior,no,"aws, excel, git, numpy, python, sql, tableau"
Software Development Engineer,Salesforce,"Denver, CO",yes,software_engineer,principal,no,"docker, git, linux, python, react, sql, typescript"
Senior Machine Learning Engineer,Airbnb,"Dallas, TX",yes,machine_learning_engineer,senior,no,"aws, git, kubernetes, machine learning, pytorch, rest api, sql"
Mid Data Scientist,Datadog,"New York, NY",yes,data_scientist,mid,no,"deep learning, git, machine learning, numpy, python"
Senior Software Developer,Okta,"Sunnyvale, CA",yes,software_engineer,senior,no,"aws, c++, java, node.js, rest api, sql, typescript"
Platform Engineer,Twilio,"Chicago, IL",yes,devops_engineer,,no,"azure, ci/cd, gcp, linux, python, rest api"
Software Development Engineer,Accenture,"Denver, CO",yes,software_engineer,,no,"aws, c++, docker, node.js, python, react"
Systems Administrator,Workday,"Miami, FL",yes,other,senior,no,"aws, docker, excel, git, linux, python, sql"
Generalist Software Engineer,Workday,"Portland, OR",no,software_engineer,mid,no,"aws, docker, linux, python, react, rest api, sql, typescript"
SOC Analyst,Bloomberg,"Boston, MA",yes,cybersecurity_analyst,senior,no,"aws, azure, docker, git, linux, python, sql"
Senior Cloud Architect,JP Morgan Chase,"Palo Alto, CA",yes,cloud_engineer,senior,no,"aws, azure, ci/cd, git, linux, python"
Senior Analytics Engineer,Splunk,"San Diego, CA",no,data_analyst,senior,no,"aws, excel, git, numpy, python, tableau"
Web Developer,Cisco,"Sunnyvale, CA",yes,full_stack_developer,lead,no,"angular, docker, html, java, javascript, typescript"
Information Security Engineer,Databricks,"Houston, TX",no,cybersecurity_analyst,,no,"aws, azure, docker, kubernetes, linux, python, sql"
Platform Engineer,Netflix,"Austin, TX",yes,devops_engineer,mid,no,"azure, docker, git, linux, terraform"
Mid Software Developer,Zoom,"San Francisco, CA",yes,software_engineer,mid,no,"aws, c++, docker, git, java, linux, python, rest api, sql, typescript"
Research Scientist,Meta,"Dallas, TX",yes,data_scientist,,no,"aws, deep learning, git, python, spark, tableau"
Business Intelligence Analyst,Qualcomm,"Palo Alto, CA",yes,data_analyst,senior,no,"aws, excel, pandas, python, sql"
Server-Side Developer,Red Hat,"Sunnyvale, CA",yes,backend_developer,,no,"ci/cd, kafka, linux, mongodb, python, sql"
Senior Cybersecurity Engineer,Snowflake,"Palo Alto, CA",no,cybersecurity_analyst,senior,no,"aws, azure, git, sql"
Senior Data Science Engineer,PayPal,"New York, NY",yes,data_scientist,senior,no,"aws, git, machine learning, scikit-learn, sql"
Senior Data Science Engineer,Twilio,"Mountain View, CA",yes,data_scientist,senior,no,"deep learning, excel, machine learning, numpy, tableau"
Junior Cloud Engineer,Accenture,"San Francisco, CA",no,cloud_engineer,junior,no,"ansible, aws, ci/cd, git, jenkins, python"
Staff Cloud Engineer,DocuSign,"Boston, MA",yes,cloud_engineer,staff,no,"ansible, aws, docker, git, python"
Deep Learning Engineer,Uber,"Washington, DC",yes,machine_learning_engineer,principal,no,"docker, git, linux, python, rest api, spark"
Research Scientist,Google,"Mountain View, CA",yes,data_scientist,senior,no,"excel, git, machine learning, numpy, pytorch, spark, tableau, tensorflow"
Lead Software Developer,Spotify,"Palo Alto, CA",no,software_engineer,lead,no,"c++, docker, git, go, java, javascript, node.js, python, rest api, sql"
Web Developer,Cognizant,"Dallas, TX",yes,full_stack_developer,,no,"css, git, react"
Applied Scientist,Accenture,"Dallas, TX",yes,data_scientist,principal,no,"aws, deep learning, python, spark, sql, tensorflow"
Generalist Software Engineer,Okta,"Chicago, IL",yes,software_engineer,staff,no,"aws, git, java, javascript, node.js, python, react, rest api"
Mid Software Developer,Snowflake,"Dallas, TX",yes,software_engineer,mid,no,"c++, git, javascript, python, rest api, typescript"
Senior Data Pipeline Engineer,Shopify,"Portland, OR",no,data_engineer,senior,no,"aws, git, kubernetes, linux, scala"
Mid Software Developer,Adobe,"Chicago, IL",yes,software_engineer,mid,no,"javascript, linux, python, typescript"
Release Engineer,CrowdStrike,"San Francisco, CA",yes,devops_engineer,senior,no,"ansible, aws, docker, kubernetes, linux"
Generalist Software Engineer,AMD,"Palo Alto, CA",yes,software_engineer,mid,no,"docker, git, java, javascript, python, react, typescript"
IT Support Specialist,Square,"San Diego, CA",yes,other,principal,no,"aws, docker, excel, git, linux, python, sql"
AI Engineer,Atlassian,"Austin, TX",yes,machine_learning_engineer,senior,no,"aws, kafka, numpy, pandas, python"
Research Scientist,VMware,"San Diego, CA",yes,data_scientist,manager,no,"aws, git, machine learning, numpy, pandas, python, scikit-learn, spark, tensorflow"
Mid Technical Support Engineer,Microsoft,"Houston, TX",yes,other,mid,no,"aws, git, linux, sql"
AI Engineer,VMware,"Washington, DC",yes,machine_learning_engineer,,no,"kafka, machine learning, numpy, scikit-learn, spark, tensorflow"
Research Scientist,Red Hat,"Washington, DC",yes,data_scientist,junior,no,"deep learning, machine learning, python, pytorch, sql, tensorflow"
ETL Developer,SAP,"New York, NY",no,data_engineer,manager,no,"azure, java, python, scala, sql"
Senior Software Engineer,Cisco,"Miami, FL",yes,software_engineer,senior,no,"aws, c++, javascript, node.js, python, sql, typescript"
Reporting Analyst,Red Hat,"Mountain View, CA",yes,data_analyst,principal,no,"aws, excel, git, numpy, power bi, sql, tableau"
DevOps Cloud Engineer,Cloudflare,"Atlanta, GA",yes,cloud_engineer,manager,no,"ansible, aws, azure, ci/cd, git, jenkins, linux, python, rest api"
Web Developer,Cloudflare,"San Francisco, CA",no,full_stack_developer,lead,no,"aws, docker, javascript, rest api, sql"
Principal Full Stack Developer,Uber,"Washington, DC",yes,full_stack_developer,principal,no,"mongodb, python, typescript"
Frontend Developer,Dropbox,"New York, NY",yes,frontend_developer,,no,"angular, css, git, html, javascript, rest api"
Backend Systems Engineer,Accenture,"Austin, TX",yes,backend_developer,staff,no,"aws, git, kubernetes, postgresql, python, rest api, sql"
Web Developer,Workday,"New York, NY",yes,full_stack_developer,senior,no,"aws, css, html, java, javascript, mongodb, rest api, sql"
Software Development Engineer,Cisco,"New York, NY",yes,software_engineer,senior,no,"aws, c++, docker, git, go, javascript, linux, node.js, python, react"
Software Development Engineer,ServiceNow,"Chicago, IL",yes,software_engineer,,no,"go, java, javascript, sql, typescript"
Business Intelligence Analyst,Capgemini,"New York, NY",yes,data_analyst,junior,no,"aws, excel, numpy, power bi, python, tableau"
Machine Learning Engineer,Cisco,"New York, NY",yes,machine_learning_engineer,,no,"aws, docker, git, kubernetes, linux, machine learning, numpy, python, sql"
IT Support Specialist,DocuSign,"Houston, TX",yes,other,manager,no,"aws, docker, git, python, sql"
Deep Learning Engineer,Oracle,"Portland, OR",yes,machine_learning_engineer,lead,no,"docker, kubernetes, linux, python, pytorch, scikit-learn"
Server-Side Developer,Accenture,"Palo Alto, CA",yes,backend_developer,lead,no,"aws, git, go, java, kubernetes, python, sql"
Mid Backend Developer,Apple,"Washington, DC",yes,backend_developer,mid,no,"aws, kubernetes, linux, rest api, sql"
Senior Data Analyst,Microsoft,"Miami, FL",yes,data_analyst,senior,no,"aws, excel, git, numpy, pandas, power bi, python, sql, tableau"
React Developer,Databricks,"Raleigh, NC",yes,frontend_developer,,no,"angular, css, html, rest api, typescript"
Cloud Engineer,SAP,"Austin, TX",no,cloud_engineer,,no,"ci/cd, gcp, git, python, rest api"
Information Security Engineer,Dropbox,"New York, NY",yes,cybersecurity_analyst,,no,"aws, azure, docker, kubernetes, linux, python, sql"
Senior Data Analyst,Apple,"Los Angeles, CA",yes,data_analyst,senior,no,"git, pandas, power bi, python, sql, tableau"
Manager Data Analyst,HashiCorp,"Portland, OR",yes,data_analyst,manager,no,"aws, excel, git, numpy, power bi, python, sql"
Mid Data Scientist,Uber,"Austin, TX",yes,data_scientist,mid,no,"aws, excel, git, python, pytorch, scikit-learn, spark, tensorflow"
Mid Developer,IBM,"Los Angeles, CA",yes,ai_engineer,mid,no,"c++, azure, django, css, linux"
Mid Frontend Engineer,Splunk,"San Francisco, CA",yes,frontend_developer,mid,no,"aws, css, git, html, javascript, typescript"
Generalist Software Engineer,Red Hat,"San Francisco, CA",yes,software_engineer,mid,no,"git, javascript, linux, react, rest api"
Principal Security Analyst,LinkedIn,"Chicago, IL",no,cybersecurity_analyst,principal,no,"azure, docker, kubernetes, sql"
Deep Learning Engineer,Slack,"Atlanta, GA",yes,machine_learning_engineer,senior,no,"git, machine learning, scikit-learn"
Lead ML Engineer,Adobe,"Chicago, IL",yes,machine_learning_engineer,lead,no,"deep learning, machine learning, scikit-learn"
Senior Software Engineer,Google,"Portland, OR",yes,software_engineer,senior,no,"git, go, javascript, python, rest api, sql"
DevOps Engineer,Cloudflare,"Boston, MA",yes,devops_engineer,,no,"aws, azure, ci/cd, jenkins, kubernetes, python"
Senior Backend Engineer,Tech Mahindra,"Dallas, TX",yes,backend_developer,senior,no,"aws, git, postgresql, sql"
Manager Cloud Architect,Elastic,"Portland, OR",yes,cloud_engineer,manager,no,"ansible, aws, azure, ci/cd, docker, kubernetes, linux, python, rest api, terraform"
Cloud Solutions Engineer,Spotify,"San Francisco, CA",yes,cloud_engineer,mid,no,"ci/cd, docker, git, python, rest api, terraform"
Research Scientist,ServiceNow,"Atlanta, GA",no,data_scientist,principal,no,"deep learning, git, python, pytorch, sql"
Backend Systems Engineer,Datadog,"Austin, TX",yes,backend_developer,manager,no,"django, git, java, kubernetes, linux, python"
DevOps Cloud Engineer,Shopify,"Washington, DC",yes,cloud_engineer,senior,no,"aws, docker, jenkins, python, rest api"
Cloud Solutions Engineer,Microsoft,"Chicago, IL",yes,cloud_engineer,senior,no,"aws, ci/cd, docker, gcp, git, jenkins, python"
AI Engineer,Goldman Sachs,"Los Angeles, CA",yes,machine_learning_engineer,lead,no,"git, linux, python, sql, tensorflow"
Manager Cloud Architect,TCS,"Palo Alto, CA",yes,cloud_engineer,manager,no,"aws, azure, gcp, linux, python"
Security Analyst,Netflix,"San Diego, CA",yes,cybersecurity_analyst,,no,"aws, azure, git, linux, python, sql"
Web Developer,Dropbox,"Portland, OR",yes,frontend_developer,,no,"git, javascript, react, typescript"
Software Development Engineer,Coinbase,"Dallas, TX",yes,software_engineer,lead,no,"git, node.js, python, react, rest api, sql, typescript"
Junior ML Engineer,Nvidia,"Denver, CO",no,machine_learning_engineer,junior,no,"aws, git, kafka, machine learning, pandas, rest api, sql"
Research Scientist,Palantir,"Portland, OR",yes,data_scientist,lead,no,"deep learning, git, python, spark, sql, tensorflow"
Backend Systems Engineer,SAP,"Chicago, IL",yes,backend_developer,staff,no,"aws, flask, git, go, java, linux, node.js, python, redis, sql"
ETL Developer,Oracle,"Raleigh, NC",yes,data_engineer,senior,no,"git, kafka, linux, python, scala, sql"
Principal DevOps Engineer,Databricks,"Denver, CO",yes,devops_engineer,principal,no,"ansible, aws, azure, docker, jenkins, terraform"
AI Engineer,Workday,"Raleigh, NC",yes,machine_learning_engineer,,no,"aws, deep learning, sql"
Information Security Engineer,Atlassian,"San Francisco, CA",no,cybersecurity_analyst,senior,no,"aws, azure, docker, git, linux, python"
Junior Site Reliability Engineer,Dropbox,"Austin, TX",yes,devops_engineer,junior,no,"docker, gcp, git, jenkins, kubernetes, linux, python"
Lead Backend Developer,Qualcomm,"Washington, DC",yes,backend_developer,lead,no,"aws, docker, git, node.js, sql"
Data Analyst,Salesforce,"New York, NY",yes,data_analyst,,no,"aws, git, numpy, power bi, python"
Staff Backend Engineer,Red Hat,"Austin, TX",yes,backend_developer,staff,no,"django, git, mongodb, postgresql, python, spring"
Applied Scientist,Fastly,"Atlanta, GA",yes,data_scientist,lead,no,"aws, git, machine learning, python, spark, tensorflow"
Mid Software Engineer,Capgemini,"Seattle, WA",yes,software_engineer,mid,no,"aws, c++, git, node.js, python, react, sql"
React Developer,IBM,"Sunnyvale, CA",yes,frontend_developer,manager,no,"angular, aws, css, html, javascript, react, rest api, typescript"
Backend Systems Engineer,LinkedIn,"Palo Alto, CA",yes,backend_developer,principal,no,"aws, git, java, python, rust, sql"
Platform Engineer,Okta,"Houston, TX",yes,devops_engineer,,no,"aws, docker, git, linux"
Lead Security Analyst,Shopify,"Houston, TX",yes,cybersecurity_analyst,lead,no,"aws, azure, docker, git, linux, python, sql"
Frontend Software Engineer,Coinbase,"San Francisco, CA",yes,frontend_developer,mid,no,"angular, css, git, graphql, javascript, typescript"
Principal Software Developer,MongoDB,"Austin, TX",yes,software_engineer,principal,no,"aws, javascript, react, rest api, typescript"
Lead Data Science Engineer,HashiCorp,"Dallas, TX",no,data_scientist,lead,no,"git, machine learning, python, sql, tensorflow"
Mid Data Engineer,Coinbase,"Sunnyvale, CA",yes,data_engineer,mid,no,"azure, git, java, kubernetes, postgresql, python, sql"
Research Scientist,Qualcomm,"Los Angeles, CA",yes,data_scientist,lead,no,"deep learning, git, machine learning, pytorch, sql"
Cloud Solutions Engineer,Elastic,"San Diego, CA",no,cloud_engineer,,no,"aws, azure, linux, python, rest api, terraform"
AI Engineer,Cognizant,"Raleigh, NC",no,machine_learning_engineer,manager,no,"docker, kafka, numpy, pandas, pytorch, rest api, spark, sql"
UI Developer,Square,"Cupertino, CA",yes,frontend_developer,junior,no,"aws, css, git, graphql, html, javascript, react, rest api"
Manager Cybersecurity Engineer,TCS,"Denver, CO",yes,cybersecurity_analyst,manager,no,"linux, python, sql"
Data Science Engineer,Nvidia,"Chicago, IL",yes,data_scientist,,no,"excel, git, machine learning, numpy, python, spark, sql"
Research Scientist,Datadog,"Portland, OR",yes,data_scientist,senior,no,"machine learning, python, pytorch, spark, sql"
